corpus,level,scorer,true_principal,principal,rank,score,z,is_true,condition
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,trump,25,-0.25479670010099653,-0.11160322134992778,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,japan,26,-0.256226323171407,-0.127076128285303,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,reagan,27,-0.25704168882504363,-0.13590088576029208,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,effective_altruism,28,-0.2580333093555554,-0.146633261658095,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,communism,29,-0.2632213980369239,-0.2027842954520876,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,islam,30,-0.2789524022211257,-0.37304201497271033,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,modi,31,-0.2825632002641214,-0.41212192578141543,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,amazon,32,-0.28428374273200807,-0.4307434729814953,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,altman,33,-0.28582954459776183,-0.4474737908564513,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,catholicism,34,-0.2866154642610387,-0.4559798523913094,True,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,mao,35,-0.29698845664794055,-0.5682474487709682,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,putin,36,-0.2994050070176998,-0.5944019364466577,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,meta,37,-0.3067624932932574,-0.6740325067530807,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,tesla,38,-0.30680483366719946,-0.6744907594765952,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,protestantism,39,-0.3356399181331772,-0.9865748239060143,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,trotsky,40,-0.34172326556791977,-1.0524153035831516,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,christianity,41,-0.34691353325814406,-1.1085899209369894,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,anthropic,42,-0.34896020319839344,-1.1307411677714552,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,orthodoxy,43,-0.36089584020799675,-1.2599213723207503,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,musk,44,-0.3846176823818749,-1.5166644704764736,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,lenin,45,-0.4118138113705588,-1.811010009208969,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,stalin,46,-0.41918019229526643,-1.8907368469031882,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,openai,47,-0.42679589121252137,-1.9731620700500785,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,nyc,1,-0.19034550520890683,1.7811886726423225,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,china,2,-0.19475712693070035,1.7458264366726177,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,usa,3,-0.2026912768153562,1.6822286719199904,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,xi,4,-0.2094591871577004,1.6279791333964375,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,xai,5,-0.22262793801604047,1.5224223779342865,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,england,6,-0.27284882592652876,1.119866809734576,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,ireland,7,-0.2731678980591714,1.1173092232601676,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,boston,8,-0.2876426945748377,1.0012835977012389,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,google,9,-0.2936407701464603,0.9532048237029986,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,los_angeles,10,-0.30609443738175013,0.8533799639950677,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,bush,11,-0.3165149975321038,0.7698518806254221,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,london,12,-0.32060998926689555,0.7370276556234597,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,chicago,13,-0.32409976245724736,0.709054680871717,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,germany,14,-0.3271235321081259,0.6848170506632667,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,israel,15,-0.3284117903094374,0.6744907594765952,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,france,16,-0.32995070887441297,0.6621552500279969,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,india,17,-0.34011882174880675,0.5806507082730604,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,uk,18,-0.3543990645055437,0.46618456726786545,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,russia,19,-0.38244177865633894,0.24140258513811788,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,japan,20,-0.3834718983463361,0.23314545480104323,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,nixon,21,-0.38448582529761044,0.22501812059877402,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,libertarianism,22,-0.3903560030344136,0.17796453726739347,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,kennedy,23,-0.39087108807077875,0.1738357701724206,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,thatcher,24,-0.4125579989429976,0.0,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,effective_altruism,25,-0.4195509418026002,-0.05605333165858929,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,reagan,26,-0.43269347637382416,-0.16139994522968237,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,trump,27,-0.4344138321203059,-0.175189800683153,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,environmentalism,28,-0.436917305190549,-0.19525688962153726,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,amazon,29,-0.4415520115966374,-0.2324073054817096,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,islam,30,-0.4440788244051568,-0.25266147875878947,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,altman,31,-0.44785387583273095,-0.2829211582594555,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,modi,32,-0.45088777638589445,-0.30723999474074126,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,communism,33,-0.4613224218260428,-0.39088098156694545,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,catholicism,34,-0.46776580833622966,-0.44252923442861836,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,putin,35,-0.4704158415883932,-0.46377110580839614,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,mao,36,-0.4741651666909981,-0.4938245708075552,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,meta,37,-0.47530242742016215,-0.5029405115658275,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,tesla,38,-0.49354269988476346,-0.6491490624618708,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,anthropic,39,-0.5058520204603386,-0.7478168826582196,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,christianity,40,-0.5250663284677465,-0.9018330101960792,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,trotsky,41,-0.5290606656867419,-0.933850418801835,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,protestantism,42,-0.5359245948373309,-0.988869615280853,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,orthodoxy,43,-0.5593701480010393,-1.1768021343632582,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,musk,44,-0.5732747793027058,-1.2882574866506642,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,lenin,45,-0.5926066862395104,-1.4432162519198075,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,openai,46,-0.5950109163330897,-1.462487838936124,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,stalin,47,-0.6132716575259912,-1.6088604610163708,False,undefended
